# simv0 diagnostic: method selection + RK45 step-size log
# DECOUPLED method: Classical RK4
#   reason: Stiffness: tau/h=   3.9 < 5, tol=  0.100 K: O(h^4) accuracy
# COUPLED   method: Classical RK4
#   reason: BTE-NS coupling, tau/h=   3.9, tol=  0.100 K: O(h^4) accuracy
# SPATIAL   method: RK45 Dormand-Prince (adaptive)
#   reason: Spatial 1D PDE, tau/h=   3.9: adaptive error control essential
#
# RK45 adaptive log (spatial mode only):
# t(s)          h_used(s)      err_norm       accept
          0.000     100.000000***************  REJECT
      32835.814       2.357275       0.391138  ACCEPT
      32838.171       2.559686       0.484794  ACCEPT
      32840.731       2.662673       0.770803  ACCEPT
      32843.394       2.524478       0.908117  ACCEPT
      32845.918       2.316251       0.635983  ACCEPT
      32848.235       2.282123       0.403012  ACCEPT
      32850.517       2.463304       0.398886  ACCEPT
      32852.980       2.664347       0.630019  ACCEPT
      32855.644       2.630041       0.944327  ACCEPT
      32858.274       2.394311       0.812746  ACCEPT
      32860.669       2.246115       0.470688  ACCEPT
      32862.915       2.350325       0.354894  ACCEPT
      32865.265       2.602260       0.484514  ACCEPT
      32867.867       2.707273       0.854117  ACCEPT
      32870.575       2.514612       0.989546  ACCEPT
      32873.089       2.267913       0.612393  ACCEPT
      32875.357       2.251453       0.359162  ACCEPT
      32877.609       2.486837       0.376408  ACCEPT
      32880.095       2.721184       0.674803  ACCEPT
      32882.817       2.649507       1.064708  REJECT
      32882.817       2.354840       0.533797  ACCEPT
      32885.171       2.402861       0.456948  ACCEPT
      32887.574       2.529284       0.529159  ACCEPT
      32890.104       2.585371       0.704959  ACCEPT
      32892.689       2.495356       0.768071  ACCEPT
      32895.184       2.367526       0.609127  ACCEPT
      32897.552       2.352858       0.461465  ACCEPT
      32899.905       2.471784       0.465981  ACCEPT
      32902.377       2.591668       0.625963  ACCEPT
      32904.968       2.561604       0.795867  ACCEPT
      32907.530       2.413162       0.710805  ACCEPT
      32909.943       2.325300       0.504028  ACCEPT
      32912.268       2.400107       0.428343  ACCEPT
      32914.668       2.559262       0.531433  ACCEPT
      32917.228       2.613771       0.757578  ACCEPT
      32919.841       2.486707       0.811737  ACCEPT
      32922.328       2.333372       0.590988  ACCEPT
      32924.661       2.332979       0.425744  ACCEPT
      32926.994       2.490712       0.449346  ACCEPT
      32929.485       2.630571       0.660087  ACCEPT
      32932.116       2.572600       0.864986  ACCEPT
      32934.688       2.383488       0.719686  ACCEPT
      32937.072       2.291009       0.467266  ACCEPT
      32939.363       2.400803       0.397886  ACCEPT
      32941.764       2.598048       0.539252  ACCEPT
      32944.362       2.645644       0.829526  ACCEPT
      32947.007       2.471769       0.861670  ACCEPT
      32949.479       2.291829       0.564277  ACCEPT
      32951.771       2.312737       0.386473  ACCEPT
      32954.084       2.517358       0.434084  ACCEPT
      32956.601       2.677150       0.709072  ACCEPT
      32959.278       2.580935       0.953000  ACCEPT
      32961.859       2.345314       0.722452  ACCEPT
      32964.204       2.252588       0.424579  ACCEPT
      32966.457       2.406205       0.366949  ACCEPT
      32968.863       2.646390       0.554459  ACCEPT
      32971.510       2.679924       0.925978  ACCEPT
      32974.190       2.449316       0.916153  ACCEPT
      32976.639       2.243333       0.528822  ACCEPT
      32978.882       2.293371       0.345751  ACCEPT
      32981.176       2.552491       0.421327  ACCEPT
      32983.728       2.730756       0.776705  ACCEPT
      32986.459       2.585081       1.061730  REJECT
      32986.459       2.298867       0.534844  ACCEPT
      32988.758       2.344828       0.396840  ACCEPT
      32991.102       2.538811       0.468602  ACCEPT
      32993.641       2.658962       0.737098  ACCEPT
      32996.300       2.543604       0.907187  ACCEPT
      32998.844       2.334279       0.666064  ACCEPT
      33001.178       2.278725       0.418464  ACCEPT
      33003.457       2.441197       0.392940  ACCEPT
      33005.898       2.648379       0.597870  ACCEPT
      33008.546       2.641808       0.917933  ACCEPT
      33011.188       2.418698       0.839439  ACCEPT
      33013.607       2.254376       0.497353  ACCEPT
      33015.861       2.333114       0.359059  ACCEPT
      33018.194       2.577183       0.462903  ACCEPT
      33020.772       2.705764       0.810710  ACCEPT
      33023.477       2.539564       0.994953  ACCEPT
      33026.017       2.287922       0.649752  ACCEPT
      33028.305       2.244576       0.374058  ACCEPT
      33030.549       2.459173       0.367347  ACCEPT
      33033.009       2.704060       0.632788  ACCEPT
      33035.713       2.666903       1.035076  REJECT
      33035.713       2.383720       0.536091  ACCEPT
      33038.096       2.430244       0.490847  ACCEPT
      33040.527       2.521757       0.559591  ACCEPT
      33043.048       2.549010       0.685402  ACCEPT
      33045.597       2.474144       0.707171  ACCEPT
      33048.072       2.386506       0.586289  ACCEPT
      33050.458       2.389917       0.486918  ACCEPT
      33052.848       2.483901       0.506710  ACCEPT
      33055.332       2.561090       0.635554  ACCEPT
      33057.893       2.523695       0.737547  ACCEPT
      33060.417       2.413912       0.656966  ACCEPT
      33062.831       2.362954       0.511527  ACCEPT
      33065.194       2.431779       0.469660  ACCEPT
      33067.625       2.545716       0.566023  ACCEPT
      33070.171       2.567354       0.725049  ACCEPT
      33072.738       2.464080       0.732055  ACCEPT
      33075.202       2.360416       0.568706  ACCEPT
      33077.563       2.378228       0.458479  ACCEPT
      33079.941       2.501683       0.497167  ACCEPT
      33082.443       2.589252       0.666139  ACCEPT
      33085.032       2.527573       0.782748  ACCEPT
      33087.560       2.389032       0.656600  ACCEPT
      33089.949       2.338860       0.480884  ACCEPT
      33092.288       2.436905       0.446692  ACCEPT
      33094.724       2.576793       0.578302  ACCEPT
      33097.301       2.587564       0.778598  ACCEPT
      33099.889       2.448336       0.759099  ACCEPT
      33102.337       2.328380       0.543848  ACCEPT
      33104.665       2.367014       0.426215  ACCEPT
      33107.033       2.526491       0.489451  ACCEPT
      33109.559       2.623122       0.709765  ACCEPT
      33112.182       2.528355       0.839187  ACCEPT
      33114.710       2.356725       0.650280  ACCEPT
      33117.067       2.311699       0.444339  ACCEPT
      33119.379       2.446982       0.422738  ACCEPT
      33121.826       2.616128       0.598732  ACCEPT
      33124.442       2.608885       0.850185  ACCEPT
      33127.051       2.425464       0.786797  ACCEPT
      33129.476       2.290155       0.511025  ACCEPT
      33131.767       2.357322       0.391139  ACCEPT
      33134.124       2.559736       0.484794  ACCEPT
      33136.684       2.662724       0.770803  ACCEPT
      33139.346       2.524527       0.908117  ACCEPT
      33141.871       2.316297       0.635983  ACCEPT
      33144.187       2.282168       0.403013  ACCEPT
      33146.469       2.463352       0.398886  ACCEPT
      33148.933       2.664399       0.630019  ACCEPT
      33151.597       2.630092       0.944326  ACCEPT
      33154.227       2.394358       0.812746  ACCEPT
      33156.621       2.246160       0.470689  ACCEPT
      33158.868       2.350371       0.354894  ACCEPT
      33161.218       2.602311       0.484514  ACCEPT
      33163.820       2.707326       0.854117  ACCEPT
      33166.528       2.514662       0.989545  ACCEPT
      33169.042       2.267958       0.612393  ACCEPT
      33171.310       2.251497       0.359162  ACCEPT
      33173.562       2.486885       0.376408  ACCEPT
      33176.049       2.721238       0.674803  ACCEPT
      33178.770       2.649559       1.064708  REJECT
      33178.770       2.354886       0.533798  ACCEPT
      33181.125       2.402908       0.456949  ACCEPT
      33183.528       2.529334       0.529159  ACCEPT
      33186.057       2.585422       0.704959  ACCEPT
      33188.642       2.495406       0.768071  ACCEPT
      33191.138       2.367573       0.609127  ACCEPT
      33193.505       2.352905       0.461465  ACCEPT
      33195.858       2.471833       0.465982  ACCEPT
      33198.330       2.591719       0.625963  ACCEPT
      33200.922       2.561655       0.795866  ACCEPT
      33203.484       2.413210       0.710804  ACCEPT
      33205.897       2.325346       0.504028  ACCEPT
      33208.222       2.400154       0.428343  ACCEPT
      33210.622       2.559313       0.531433  ACCEPT
      33213.182       2.613823       0.757578  ACCEPT
      33215.795       2.486756       0.811737  ACCEPT
      33218.282       2.333419       0.590988  ACCEPT
      33220.616       2.333025       0.425744  ACCEPT
      33222.949       2.490761       0.449346  ACCEPT
      33225.439       2.630623       0.660087  ACCEPT
      33228.070       2.572651       0.864986  ACCEPT
      33230.643       2.383535       0.719686  ACCEPT
      33233.026       2.291055       0.467266  ACCEPT
      33235.317       2.400850       0.397886  ACCEPT
      33237.718       2.598100       0.539252  ACCEPT
      33240.316       2.645696       0.829526  ACCEPT
      33242.962       2.471818       0.861669  ACCEPT
      33245.434       2.291875       0.564277  ACCEPT
      33247.726       2.312783       0.386473  ACCEPT
      33250.038       2.517408       0.434084  ACCEPT
      33252.556       2.677203       0.709072  ACCEPT
      33255.233       2.580987       0.953000  ACCEPT
      33257.814       2.345361       0.722452  ACCEPT
      33260.159       2.252633       0.424579  ACCEPT
      33262.412       2.406253       0.366949  ACCEPT
      33264.818       2.646443       0.554459  ACCEPT
      33267.465       2.679977       0.925977  ACCEPT
      33270.145       2.449365       0.916153  ACCEPT
      33272.594       2.243378       0.528822  ACCEPT
      33274.837       2.293417       0.345751  ACCEPT
      33277.131       2.552542       0.421327  ACCEPT
      33279.683       2.730810       0.776705  ACCEPT
      33282.414       2.585133       1.061729  REJECT
      33282.414       2.298913       0.534844  ACCEPT
      33284.713       2.344875       0.396840  ACCEPT
      33287.058       2.538862       0.468602  ACCEPT
      33289.597       2.659015       0.737098  ACCEPT
      33292.256       2.543655       0.907186  ACCEPT
      33294.799       2.334325       0.666064  ACCEPT
      33297.134       2.278771       0.418464  ACCEPT
      33299.413       2.441246       0.392940  ACCEPT
      33301.854       2.648431       0.597869  ACCEPT
      33304.502       2.641861       0.917932  ACCEPT
      33307.144       2.418746       0.839438  ACCEPT
      33309.563       2.254421       0.497353  ACCEPT
      33311.817       2.333161       0.359059  ACCEPT
      33314.150       2.577235       0.462903  ACCEPT
      33316.728       2.705817       0.810710  ACCEPT
      33319.433       2.539615       0.994952  ACCEPT
      33321.973       2.287968       0.649751  ACCEPT
      33324.261       2.244621       0.374058  ACCEPT
      33326.506       2.459222       0.367347  ACCEPT
      33328.965       2.704114       0.632788  ACCEPT
      33331.669       2.666956       1.035076  REJECT
      33331.669       2.383768       0.536091  ACCEPT
      33334.053       2.430293       0.490847  ACCEPT
      33336.483       2.521808       0.559591  ACCEPT
      33339.005       2.549061       0.685402  ACCEPT
      33341.554       2.474194       0.707171  ACCEPT
      33344.028       2.386555       0.586289  ACCEPT
      33346.415       2.389965       0.486918  ACCEPT
      33348.805       2.483950       0.506710  ACCEPT
      33351.289       2.561142       0.635554  ACCEPT
      33353.850       2.523746       0.737547  ACCEPT
      33356.373       2.413960       0.656966  ACCEPT
      33358.787       2.363002       0.511527  ACCEPT
      33361.150       2.431828       0.469660  ACCEPT
      33363.582       2.545768       0.566023  ACCEPT
      33366.128       2.567405       0.725049  ACCEPT
      33368.695       2.464129       0.732054  ACCEPT
      33371.160       2.360464       0.568706  ACCEPT
      33373.520       2.378276       0.458479  ACCEPT
      33375.898       2.501733       0.497167  ACCEPT
      33378.400       2.589304       0.666139  ACCEPT
      33380.989       2.527624       0.782748  ACCEPT
      33383.517       2.389080       0.656600  ACCEPT
      33385.906       2.338907       0.480884  ACCEPT
      33388.245       2.436954       0.446692  ACCEPT
      33390.682       2.576845       0.578302  ACCEPT
      33393.259       2.587616       0.778598  ACCEPT
      33395.846       2.448385       0.759099  ACCEPT
      33398.295       2.328427       0.543848  ACCEPT
      33400.623       2.367062       0.426215  ACCEPT
